name,subprogram,srb_num,test_method,export_test_method,combined_values,expected_value
SUT_Crypto_0087,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x37
AhsmAesEcbIndexAsync.pCtx:<<null>>
AhsmAesEcbIndexAsync.nEncFlag:2
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:0
AhsmAesEcbIndexAsync.ucData:<<null>>
AhsmAesEcbIndexAsync.pnOutLen:<<null>>
AhsmAesEcbIndexAsync.ucOutData:<<null>>
AhsmAesEcbIndexAsync.return:0x37
",return:0x37
SUT_Crypto_0088,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmAesEcbIndexAsync.pCtx:<<null>>
AhsmAesEcbIndexAsync.nEncFlag:0
AhsmAesEcbIndexAsync.nKeyIndex:0xFF
AhsmAesEcbIndexAsync.nDataLen:31
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<null>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0089,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x31
AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:132000
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x31
",return:0x31
SUT_Crypto_0090,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_087、SRB_Crypto_088、SRB_Crypto_089,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:512
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0091,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].nFsmState:1
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:512
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0100,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].nFsmState:1
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:256
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0101,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_087、SRB_Crypto_088、SRB_Crypto_089,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:256
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0102,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].nFsmState:1
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:256
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x93
SUT_Crypto_0103,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].nFsmState:1
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:256
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0
",return:0x33
SUT_Crypto_0104,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].nFsmState:1
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:512
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0105,AhsmAesEcbIndexAsync,SRB_Crypto_082、SRB_Crypto_083、SRB_Crypto_084、SRB_Crypto_085、SRB_Crypto_086,Requirements_based_testing,Demand_Analysis,"AhsmAesEcbIndexAsync.pCtx:<<malloc 1>>
AhsmAesEcbIndexAsync.pCtx[0].nFsmState:1
AhsmAesEcbIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmAesEcbIndexAsync.nEncFlag:1
AhsmAesEcbIndexAsync.nKeyIndex:0x0
AhsmAesEcbIndexAsync.nDataLen:512
AhsmAesEcbIndexAsync.ucData:<<malloc 1>>
AhsmAesEcbIndexAsync.pnOutLen:<<malloc 1>>
AhsmAesEcbIndexAsync.ucOutData:<<malloc 1>>
AhsmAesEcbIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0129,AhsmEccPkEncIndexAsync,SRB_Crypto_116、SRB_Crypto_117、SRB_Crypto_118、SRB_Crypto_119,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccPkEncIndexAsync.pCtx:<<null>>
AhsmEccPkEncIndexAsync.nMode:3
AhsmEccPkEncIndexAsync.nKeyIndex:0
AhsmEccPkEncIndexAsync.nLen:0
AhsmEccPkEncIndexAsync.ucData:<<null>>
AhsmEccPkEncIndexAsync.pnOutLen:<<null>>
AhsmEccPkEncIndexAsync.ucOutData:<<null>>
AhsmEccPkEncIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0130,AhsmEccPkEncIndexAsync,SRB_Crypto_119、SRB_Crypto_120、SRB_Crypto_121、SRB_Crypto_122、SRB_Crypto_123,Requirements_based_testing,Demand_Analysis,"AhsmEccPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nMsgLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCrc:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCla:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nIns:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP1:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP2:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccPkEncIndexAsync.nMode:0
AhsmEccPkEncIndexAsync.nKeyIndex:0x21
AhsmEccPkEncIndexAsync.nLen:1
AhsmEccPkEncIndexAsync.ucData:<<malloc 1>>
AhsmEccPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmEccPkEncIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0131,AhsmEccPkEncIndexAsync,SRB_Crypto_119、SRB_Crypto_120、SRB_Crypto_121、SRB_Crypto_122、SRB_Crypto_123,Requirements_based_testing,Demand_Analysis,"AhsmEccPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmEccPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nMsgLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCrc:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCla:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nIns:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP1:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP2:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccPkEncIndexAsync.nMode:0
AhsmEccPkEncIndexAsync.nKeyIndex:0x21
AhsmEccPkEncIndexAsync.nLen:1
AhsmEccPkEncIndexAsync.ucData:<<malloc 1>>
AhsmEccPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmEccPkEncIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0132,AhsmEccPkEncIndexAsync,SRB_Crypto_119、SRB_Crypto_120、SRB_Crypto_121、SRB_Crypto_122、SRB_Crypto_123,Requirements_based_testing,Demand_Analysis,"AhsmEccPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmEccPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nMsgLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCrc:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCla:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nIns:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP1:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP2:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccPkEncIndexAsync.nMode:0
AhsmEccPkEncIndexAsync.nKeyIndex:0x21
AhsmEccPkEncIndexAsync.nLen:1
AhsmEccPkEncIndexAsync.ucData:<<malloc 1>>
AhsmEccPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmEccPkEncIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0133,AhsmEccPkEncIndexAsync,SRB_Crypto_119、SRB_Crypto_120、SRB_Crypto_121、SRB_Crypto_122、SRB_Crypto_123,Requirements_based_testing,Demand_Analysis,"AhsmEccPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].nFsmState:2
AhsmEccPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nMsgLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCrc:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCla:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nIns:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP1:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP2:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccPkEncIndexAsync.nMode:0
AhsmEccPkEncIndexAsync.nKeyIndex:0x21
AhsmEccPkEncIndexAsync.nLen:1
AhsmEccPkEncIndexAsync.ucData:<<malloc 1>>
AhsmEccPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmEccPkEncIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x93
SUT_Crypto_0134,AhsmEccPkEncIndexAsync,SRB_Crypto_119、SRB_Crypto_120、SRB_Crypto_121、SRB_Crypto_122、SRB_Crypto_123,Requirements_based_testing,Demand_Analysis,"AhsmEccPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmEccPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nMsgLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCrc:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCla:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nIns:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP1:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP2:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccPkEncIndexAsync.nMode:0
AhsmEccPkEncIndexAsync.nKeyIndex:0x21
AhsmEccPkEncIndexAsync.nLen:1
AhsmEccPkEncIndexAsync.ucData:<<malloc 1>>
AhsmEccPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmEccPkEncIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
",return:0x33
SUT_Crypto_0135,AhsmEccPkEncIndexAsync,SRB_Crypto_119、SRB_Crypto_120、SRB_Crypto_121、SRB_Crypto_122、SRB_Crypto_123,Requirements_based_testing,Demand_Analysis,"AhsmEccPkEncIndexAsync.pCtx:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].nFsmState:1
AhsmEccPkEncIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nMsgLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCrc:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nCla:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nIns:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP1:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nP2:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccPkEncIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccPkEncIndexAsync.nMode:0
AhsmEccPkEncIndexAsync.nKeyIndex:0x21
AhsmEccPkEncIndexAsync.nLen:1
AhsmEccPkEncIndexAsync.ucData:<<malloc 1>>
AhsmEccPkEncIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccPkEncIndexAsync.ucOutData:<<malloc 1>>
AhsmEccPkEncIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0115,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_101、SRB_Crypto_102、SRB_Crypto_103,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccSignIndexAsync.pCtx:<<null>>
AhsmEccSignIndexAsync.nKeyIndex:0
AhsmEccSignIndexAsync.ucHash:<<null>>
AhsmEccSignIndexAsync.ucR:<<null>>
AhsmEccSignIndexAsync.ucS:<<null>>
AhsmEccSignIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0116,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_104、SRB_Crypto_105、SRB_Crypto_106、SRB_Crypto_107,Requirements_based_testing,Demand_Analysis,"AhsmEccSignIndexAsync.pCtx:<<malloc 1>>
AhsmEccSignIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSignIndexAsync.nKeyIndex:0x21
AhsmEccSignIndexAsync.ucHash:<<malloc 1>>
AhsmEccSignIndexAsync.ucR:<<malloc 1>>
AhsmEccSignIndexAsync.ucS:<<malloc 1>>
AhsmEccSignIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0117,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_104、SRB_Crypto_105、SRB_Crypto_106、SRB_Crypto_107,Requirements_based_testing,Demand_Analysis,"AhsmEccSignIndexAsync.pCtx:<<malloc 1>>
AhsmEccSignIndexAsync.pCtx[0].nFsmState:1
AhsmEccSignIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSignIndexAsync.nKeyIndex:0x21
AhsmEccSignIndexAsync.ucHash:<<malloc 1>>
AhsmEccSignIndexAsync.ucR:<<malloc 1>>
AhsmEccSignIndexAsync.ucS:<<malloc 1>>
AhsmEccSignIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0118,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_104、SRB_Crypto_105、SRB_Crypto_106、SRB_Crypto_107,Requirements_based_testing,Demand_Analysis,"AhsmEccSignIndexAsync.pCtx:<<malloc 1>>
AhsmEccSignIndexAsync.pCtx[0].nFsmState:1
AhsmEccSignIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSignIndexAsync.nKeyIndex:0x21
AhsmEccSignIndexAsync.ucHash:<<malloc 1>>
AhsmEccSignIndexAsync.ucR:<<malloc 1>>
AhsmEccSignIndexAsync.ucS:<<malloc 1>>
AhsmEccSignIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x0
AhsmMsgParse.return:0x0
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x0
SUT_Crypto_0119,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_104、SRB_Crypto_105、SRB_Crypto_106、SRB_Crypto_107,Requirements_based_testing,Demand_Analysis,"AhsmEccSignIndexAsync.pCtx:<<malloc 1>>
AhsmEccSignIndexAsync.pCtx[0].nFsmState:2
AhsmEccSignIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSignIndexAsync.nKeyIndex:0x21
AhsmEccSignIndexAsync.ucHash:<<malloc 1>>
AhsmEccSignIndexAsync.ucR:<<malloc 1>>
AhsmEccSignIndexAsync.ucS:<<malloc 1>>
AhsmEccSignIndexAsync.return:0x93
",return:0x93
SUT_Crypto_0120,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_104、SRB_Crypto_105、SRB_Crypto_106、SRB_Crypto_107,Requirements_based_testing,Demand_Analysis,"AhsmEccSignIndexAsync.pCtx:<<malloc 1>>
AhsmEccSignIndexAsync.pCtx[0].nFsmState:1
AhsmEccSignIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSignIndexAsync.nKeyIndex:0x21
AhsmEccSignIndexAsync.ucHash:<<malloc 1>>
AhsmEccSignIndexAsync.ucR:<<malloc 1>>
AhsmEccSignIndexAsync.ucS:<<malloc 1>>
AhsmEccSignIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
AhsmMemCpy.ucDst:""1""
AhsmMemCpy.ucSrc:""1""
AhsmMemCpy.nCount:1
",return:0x33
SUT_Crypto_0121,AhsmEccSignIndexAsync,SRB_Crypto_100、SRB_Crypto_104、SRB_Crypto_105、SRB_Crypto_106、SRB_Crypto_107,Requirements_based_testing,Demand_Analysis,"AhsmEccSignIndexAsync.pCtx:<<malloc 1>>
AhsmEccSignIndexAsync.pCtx[0].nFsmState:1
AhsmEccSignIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSignIndexAsync.nKeyIndex:0x21
AhsmEccSignIndexAsync.ucHash:<<malloc 1>>
AhsmEccSignIndexAsync.ucR:<<malloc 1>>
AhsmEccSignIndexAsync.ucS:<<malloc 1>>
AhsmEccSignIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0136,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_125、SRB_Crypto_126、SRB_Crypto_127、SRB_Crypto_128,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccSkDecIndexAsync.pCtx:<<null>>
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0
AhsmEccSkDecIndexAsync.nLen:0
AhsmEccSkDecIndexAsync.ucCipher:<<null>>
AhsmEccSkDecIndexAsync.pnOutLen:<<null>>
AhsmEccSkDecIndexAsync.ucData:<<null>>
AhsmEccSkDecIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0137,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_125、SRB_Crypto_126、SRB_Crypto_127、SRB_Crypto_128,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccSkDecIndexAsync.pCtx:<<null>>
AhsmEccSkDecIndexAsync.nMode:1
AhsmEccSkDecIndexAsync.nKeyIndex:0
AhsmEccSkDecIndexAsync.nLen:0
AhsmEccSkDecIndexAsync.ucCipher:<<null>>
AhsmEccSkDecIndexAsync.pnOutLen:<<null>>
AhsmEccSkDecIndexAsync.ucData:<<null>>
AhsmEccSkDecIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0138,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_125、SRB_Crypto_126、SRB_Crypto_127、SRB_Crypto_128,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccSkDecIndexAsync.pCtx:<<null>>
AhsmEccSkDecIndexAsync.nMode:2
AhsmEccSkDecIndexAsync.nKeyIndex:0
AhsmEccSkDecIndexAsync.nLen:0
AhsmEccSkDecIndexAsync.ucCipher:<<null>>
AhsmEccSkDecIndexAsync.pnOutLen:<<null>>
AhsmEccSkDecIndexAsync.ucData:<<null>>
AhsmEccSkDecIndexAsync.return:0x3A
",return:0x3A
